Roster

  System.X
  CardiacOutput.CO
  CardiacOutput.RAP
  CardiacOutput.MCFP
  CardiacOutput.Slope
  FluidVolumes.AP
  FluidVolumes.BV
  FluidVolumes.ECFV
  FluidVolumes.RPP
  FluidVolumes.UO
  FlowAutoregulation.TPR
  BaroreceptorReflex.AFFNA
  BaroreceptorReflex.SYMEnd
  CardiacOutput.V0
  CardiacOutput.slope_a
  CardiacOutput.slope_b
  CardiacOutput.SlopeB
  CardiacOutput.HSBasic
  FluidVolumes.RDrop
  FluidVolumes.Intake
  FlowAutoregulation.KAUTO
  BaroreceptorReflex.CDROP
  BaroreceptorReflex.KBARO
  CardiacOutput.StarlingA
  CardiacOutput.Starlingm
  CardiacOutput.StarlingS
  FluidVolumes.FluidA
  FluidVolumes.Fluidm
  FluidVolumes.FluidS
  FluidVolumes.Urinem
  FlowAutoregulation.AutoA
  FlowAutoregulation.Autom
  FlowAutoregulation.AutoS
  BaroreceptorReflex.AffNaA
  BaroreceptorReflex.AffNam
  BaroreceptorReflex.AffNaS
  BaroreceptorReflex.SympsA
  BaroreceptorReflex.Sympsm
  BaroreceptorReflex.SympsS
  BaroreceptorReflex.SympsB
  CardiacOutput.RVRa
  CardiacOutput.RVRb
28815.00,4149.831,-0.863,6.365,0.006000,86.6,4740.3,12840.4,86.639,0.460,0.021,0.784,0.680,3680,0.3497,0.6600,0.0067,1,0.0,0.835,0.00049,0.0,0.00059,13277.6,2.0,3.3,7881.105,3.543,11431.837,0.047,0.035,10.490,4619.007,2.164,3.628,41.963,1.029,3.466,0.455,0.545,0.03745,0.00094,
28820.00,3659.250,-1.336,5.338,0.006100,85.2,4554.7,12492.2,85.236,0.341,0.023,0.714,0.723,3680,0.3497,0.6600,0.0067,1,0.0,0.835,0.00049,0.0,0.00059,13277.6,2.0,3.3,7881.105,3.543,11431.837,0.047,0.035,10.490,4619.007,2.164,3.628,41.963,1.029,3.466,0.455,0.545,0.03745,0.00094,
0.00,9670.918,4.157,18.695,0.007090,165.6,6281.2,15000.0,165.644,4.749,0.017,2.034,0.914,3644,0.3494,0.6407,0.0074,1,0.0,1.252,0.00050,0.0,0.00062,12505.7,2.1,3.3,8049.581,3.788,10733.953,0.051,0.044,10.956,4829.680,2.090,4.386,46.498,0.953,3.822,0.524,0.909,0.03323,0.00093,
28800.00,4782.028,-1.563,6.508,0.007601,108.6,4500.5,11428.5,108.556,1.301,0.023,0.742,1.107,3644,0.3494,0.6407,0.0074,1,0.0,1.252,0.00050,0.0,0.00062,12505.7,2.1,3.3,8049.581,3.788,10733.953,0.051,0.044,10.956,4829.680,2.090,4.386,46.498,0.953,3.822,0.524,0.909,0.03323,0.00093,
28805.00,3262.712,-2.080,4.657,0.007500,109.5,4265.2,11078.3,109.521,1.395,0.034,0.792,1.071,3644,0.3494,0.6407,0.0074,1,0.0,1.252,0.00050,0.0,0.00062,12505.7,2.1,3.3,8049.581,3.788,10733.953,0.051,0.044,10.956,4829.680,2.090,4.386,46.498,0.953,3.822,0.524,0.909,0.03323,0.00093,
28810.00,2734.473,-2.628,3.310,0.008804,101.9,4020.3,10727.6,101.876,0.702,0.037,0.418,1.579,3644,0.3494,0.6407,0.0074,1,0.0,1.252,0.00050,0.0,0.00062,12505.7,2.1,3.3,8049.581,3.788,10733.953,0.051,0.044,10.956,4829.680,2.090,4.386,46.498,0.953,3.822,0.524,0.909,0.03323,0.00093,
28815.00,1855.638,-2.983,1.197,0.009536,73.4,3769.8,10380.3,73.394,0.000,0.040,0.000,1.862,3644,0.3494,0.6407,0.0074,1,0.0,1.252,0.00050,0.0,0.00062,12505.7,2.1,3.3,8049.581,3.788,10733.953,0.051,0.044,10.956,4829.680,2.090,4.386,46.498,0.953,3.822,0.524,0.909,0.03323,0.00093,
28820.00,906.630,-3.296,-1.228,0.009536,35.8,3515.5,10036.6,35.770,0.000,0.039,0.000,1.862,3644,0.3494,0.6407,0.0074,1,0.0,1.252,0.00050,0.0,0.00062,12505.7,2.1,3.3,8049.581,3.788,10733.953,0.051,0.044,10.956,4829.680,2.090,4.386,46.498,0.953,3.822,0.524,0.909,0.03323,0.00093,
0.00,9075.998,3.185,16.805,0.007145,155.5,5868.8,15000.0,155.454,4.024,0.017,1.793,0.943,3517,0.3524,0.6533,0.0073,1,0.0,1.439,0.00046,0.0,0.00072,14185.4,2.0,3.3,7664.656,3.667,10859.869,0.050,0.049,8.571,4896.134,1.878,4.831,50.833,1.064,3.765,0.562,0.930,0.03406,0.00092,
28800.00,4437.883,-2.159,6.285,0.008829,128.4,4228.9,11492.9,128.433,1.520,0.029,0.489,1.599,3517,0.3524,0.6533,0.0073,1,0.0,1.439,0.00046,0.0,0.00072,14185.4,2.0,3.3,7664.656,3.667,10859.869,0.050,0.049,8.571,4896.134,1.878,4.831,50.833,1.064,3.765,0.562,0.930,0.03406,0.00092,
28805.00,3418.765,-2.592,4.766,0.009615,123.4,4012.7,11142.4,123.388,1.142,0.036,0.295,1.907,3517,0.3524,0.6533,0.0073,1,0.0,1.439,0.00046,0.0,0.00072,14185.4,2.0,3.3,7664.656,3.667,10859.869,0.050,0.049,8.571,4896.134,1.878,4.831,50.833,1.064,3.765,0.562,0.930,0.03406,0.00092,
28810.00,2570.024,-2.833,2.680,0.009836,92.6,3789.5,10793.9,92.569,0.316,0.036,0.000,1.993,3517,0.3524,0.6533,0.0073,1,0.0,1.439,0.00046,0.0,0.00072,14185.4,2.0,3.3,7664.656,3.667,10859.869,0.050,0.049,8.571,4896.134,1.878,4.831,50.833,1.064,3.765,0.562,0.930,0.03406,0.00092,
28815.00,1644.240,-3.084,0.444,0.009836,59.1,3562.2,10449.5,59.089,0.000,0.036,0.000,1.993,3517,0.3524,0.6533,0.0073,1,0.0,1.439,0.00046,0.0,0.00072,14185.4,2.0,3.3,7664.656,3.667,10859.869,0.050,0.049,8.571,4896.134,1.878,4.831,50.833,1.064,3.765,0.562,0.930,0.03406,0.00092,
28820.00,715.233,-3.406,-1.837,0.009836,25.6,3330.3,10106.7,25.645,0.000,0.036,0.000,1.993,3517,0.3524,0.6533,0.0073,1,0.0,1.439,0.00046,0.0,0.00072,14185.4,2.0,3.3,7664.656,3.667,10859.869,0.050,0.049,8.571,4896.134,1.878,4.831,50.833,1.064,3.765,0.562,0.930,0.03406,0.00092,
0.00,7147.210,0.462,11.757,0.006149,122.4,5742.6,15000.0,122.418,2.644,0.017,1.851,0.850,3830,0.3585,0.6473,0.0065,1,0.0,0.765,0.00046,0.0,0.00062,12593.5,1.9,3.1,7726.211,3.620,11183.602,0.053,0.046,9.523,4378.119,2.111,3.421,35.165,0.994,3.882,0.500,0.843,0.03793,0.00092,
28800.00,4617.833,-1.391,6.424,0.006197,93.9,4866.9,12953.3,93.866,0.844,0.020,1.391,0.862,3830,0.3585,0.6473,0.0065,1,0.0,0.765,0.00046,0.0,0.00062,12593.5,1.9,3.1,7726.211,3.620,11183.602,0.053,0.046,9.523,4378.119,2.111,3.421,35.165,0.994,3.882,0.500,0.843,0.03793,0.00092,
28805.00,4084.951,-1.715,5.354,0.006258,87.2,4685.9,12603.0,87.211,0.426,0.021,1.096,0.888,3830,0.3585,0.6473,0.0065,1,0.0,0.765,0.00046,0.0,0.00062,12593.5,1.9,3.1,7726.211,3.620,11183.602,0.053,0.046,9.523,4378.119,2.111,3.421,35.165,0.994,3.882,0.500,0.843,0.03793,0.00092,
28810.00,3349.348,-2.100,4.222,0.006334,83.5,4496.9,12254.7,83.514,0.200,0.025,0.902,0.935,3830,0.3585,0.6473,0.0065,1,0.0,0.765,0.00046,0.0,0.00062,12593.5,1.9,3.1,7726.211,3.620,11183.602,0.053,0.046,9.523,4378.119,2.111,3.421,35.165,0.994,3.882,0.500,0.843,0.03793,0.00092,
28815.00,2697.547,-2.478,3.078,0.006557,80.5,4299.8,11907.5,80.495,0.026,0.030,0.736,1.025,3830,0.3585,0.6473,0.0065,1,0.0,0.765,0.00046,0.0,0.00062,12593.5,1.9,3.1,7726.211,3.620,11183.602,0.053,0.046,9.523,4378.119,2.111,3.421,35.165,0.994,3.882,0.500,0.843,0.03793,0.00092,
28820.00,2042.669,-2.908,1.908,0.007209,76.5,4095.0,11561.2,76.516,0.000,0.037,0.519,1.304,3830,0.3585,0.6473,0.0065,1,0.0,0.765,0.00046,0.0,0.00062,12593.5,1.9,3.1,7726.211,3.620,11183.602,0.053,0.046,9.523,4378.119,2.111,3.421,35.165,0.994,3.882,0.500,0.843,0.03793,0.00092,
0.00,11075.931,1.260,17.801,0.007943,189.7,5852.3,15000.0,189.709,4.454,0.017,2.038,1.184,3611,0.3500,0.6457,0.0075,1,0.0,1.145,0.00047,0.0,0.00067,12940.9,2.0,3.1,7667.820,3.649,10883.375,0.048,0.040,8.807,6639.152,2.054,4.088,39.299,1.078,3.667,0.396,1.181,0.03266,0.00094,
28800.00,6357.839,-1.370,8.159,0.008023,107.5,4628.1,12212.5,107.468,1.087,0.017,1.036,1.212,3611,0.3500,0.6457,0.0075,1,0.0,1.145,0.00047,0.0,0.00067,12940.9,2.0,3.1,7667.820,3.649,10883.375,0.048,0.040,8.807,6639.152,2.054,4.088,39.299,1.078,3.667,0.396,1.181,0.03266,0.00094,
28805.00,5288.354,-1.774,6.646,0.008100,103.9,4431.7,11862.8,103.866,0.922,0.020,0.837,1.246,3611,0.3500,0.6457,0.0075,1,0.0,1.145,0.00047,0.0,0.00067,12940.9,2.0,3.1,7667.820,3.649,10883.375,0.048,0.040,8.807,6639.152,2.054,4.088,39.299,1.078,3.667,0.396,1.181,0.03266,0.00094,
28810.00,4305.935,-2.192,5.169,0.008402,100.0,4226.4,11513.9,99.974,0.706,0.023,0.618,1.357,3611,0.3500,0.6457,0.0075,1,0.0,1.145,0.00047,0.0,0.00067,12940.9,2.0,3.1,7667.820,3.649,10883.375,0.048,0.040,8.807,6639.152,2.054,4.088,39.299,1.078,3.667,0.396,1.181,0.03266,0.00094,
28815.00,3415.647,-2.635,3.720,0.009255,96.0,4013.1,11166.1,95.961,0.455,0.028,0.411,1.684,3611,0.3500,0.6457,0.0075,1,0.0,1.145,0.00047,0.0,0.00067,12940.9,2.0,3.1,7667.820,3.649,10883.375,0.048,0.040,8.807,6639.152,2.054,4.088,39.299,1.078,3.667,0.396,1.181,0.03266,0.00094,
28820.00,2536.160,-3.027,1.955,0.010764,79.3,3792.8,10819.5,79.303,0.000,0.031,0.013,2.260,3611,0.3500,0.6457,0.0075,1,0.0,1.145,0.00047,0.0,0.00067,12940.9,2.0,3.1,7667.820,3.649,10883.375,0.048,0.040,8.807,6639.152,2.054,4.088,39.299,1.078,3.667,0.396,1.181,0.03266,0.00094,
0.00,10160.403,3.371,18.980,0.007632,174.0,5904.8,15000.0,174.028,3.990,0.017,2.023,1.168,3418,0.3479,0.6340,0.0073,1,0.0,1.096,0.00052,0.0,0.00065,10530.7,1.9,3.5,7929.330,3.412,10960.590,0.050,0.039,10.620,6174.643,2.069,4.087,45.143,0.971,3.589,0.533,1.160,0.03504,0.00094,
28800.00,5877.844,-1.299,8.034,0.008290,109.0,4386.9,11669.5,109.042,1.010,0.019,0.700,1.426,3418,0.3479,0.6340,0.0073,1,0.0,1.096,0.00052,0.0,0.00065,10530.7,1.9,3.5,7929.330,3.412,10960.590,0.050,0.039,10.620,6174.643,2.069,4.087,45.143,0.971,3.589,0.533,1.160,0.03504,0.00094,
28805.00,4487.429,-1.790,6.292,0.008227,109.6,4182.6,11319.9,109.564,1.046,0.024,0.726,1.402,3418,0.3479,0.6340,0.0073,1,0.0,1.096,0.00052,0.0,0.00065,10530.7,1.9,3.5,7929.330,3.412,10960.590,0.050,0.039,10.620,6174.643,2.069,4.087,45.143,0.971,3.589,0.533,1.160,0.03504,0.00094,
28810.00,3920.375,-2.286,5.053,0.009141,104.0,3970.6,10970.2,104.002,0.676,0.027,0.462,1.768,3418,0.3479,0.6340,0.0073,1,0.0,1.096,0.00052,0.0,0.00065,10530.7,1.9,3.5,7929.330,3.412,10960.590,0.050,0.039,10.620,6174.643,2.069,4.087,45.143,0.971,3.589,0.533,1.160,0.03504,0.00094,
28815.00,3087.103,-2.694,3.378,0.010085,90.3,3752.8,10622.3,90.283,0.239,0.029,0.066,2.131,3418,0.3479,0.6340,0.0073,1,0.0,1.096,0.00052,0.0,0.00065,10530.7,1.9,3.5,7929.330,3.412,10960.590,0.050,0.039,10.620,6174.643,2.069,4.087,45.143,0.971,3.589,0.533,1.160,0.03504,0.00094,
28820.00,2090.938,-2.962,1.137,0.010085,61.0,3530.6,10276.6,60.993,0.000,0.029,0.000,2.131,3418,0.3479,0.6340,0.0073,1,0.0,1.096,0.00052,0.0,0.00065,10530.7,1.9,3.5,7929.330,3.412,10960.590,0.050,0.039,10.620,6174.643,2.069,4.087,45.143,0.971,3.589,0.533,1.160,0.03504,0.00094,
0.00,9720.348,0.566,15.783,0.006547,166.5,6075.6,15000.0,166.490,4.249,0.017,1.873,1.036,3665,0.3440,0.6498,0.0065,1,0.0,1.035,0.00046,0.0,0.00083,12416.5,2.0,3.2,7977.370,3.662,10923.135,0.051,0.044,11.251,5905.264,1.943,3.304,39.312,0.967,3.939,0.456,1.032,0.03675,0.00093,
28800.00,5711.389,-1.486,7.627,0.006611,104.0,4818.8,12258.6,104.019,1.148,0.018,1.111,1.060,3665,0.3440,0.6498,0.0065,1,0.0,1.035,0.00046,0.0,0.00083,12416.5,2.0,3.2,7977.370,3.662,10923.135,0.051,0.044,11.251,5905.264,1.943,3.304,39.312,0.967,3.939,0.456,1.032,0.03675,0.00093,
28805.00,4937.692,-1.807,6.343,0.006684,98.6,4614.0,11908.0,98.573,0.862,0.020,0.894,1.096,3665,0.3440,0.6498,0.0065,1,0.0,1.035,0.00046,0.0,0.00083,12416.5,2.0,3.2,7977.370,3.662,10923.135,0.051,0.044,11.251,5905.264,1.943,3.304,39.312,0.967,3.939,0.456,1.032,0.03675,0.00093,
28810.00,3978.005,-2.185,5.014,0.006818,94.8,4400.4,11558.9,94.842,0.653,0.024,0.731,1.163,3665,0.3440,0.6498,0.0065,1,0.0,1.035,0.00046,0.0,0.00083,12416.5,2.0,3.2,7977.370,3.662,10923.135,0.051,0.044,11.251,5905.264,1.943,3.304,39.312,0.967,3.939,0.456,1.032,0.03675,0.00093,
28815.00,3208.172,-2.572,3.738,0.007280,90.5,4178.4,11210.8,90.500,0.392,0.028,0.539,1.363,3665,0.3440,0.6498,0.0065,1,0.0,1.035,0.00046,0.0,0.00083,12416.5,2.0,3.2,7977.370,3.662,10923.135,0.051,0.044,11.251,5905.264,1.943,3.304,39.312,0.967,3.939,0.456,1.032,0.03675,0.00093,
28820.00,2469.267,-2.982,2.399,0.008444,84.0,3949.1,10864.0,83.986,0.108,0.034,0.281,1.875,3665,0.3440,0.6498,0.0065,1,0.0,1.035,0.00046,0.0,0.00083,12416.5,2.0,3.2,7977.370,3.662,10923.135,0.051,0.044,11.251,5905.264,1.943,3.304,39.312,0.967,3.939,0.456,1.032,0.03675,0.00093,
0.00,9820.555,2.292,17.237,0.007579,168.2,5809.0,15000.0,168.207,4.847,0.017,2.173,0.916,3535,0.3495,0.6744,0.0076,1,0.0,1.077,0.00042,0.0,0.00069,14117.4,1.9,3.4,7710.058,3.488,10889.420,0.050,0.051,9.532,4120.192,2.244,3.942,45.439,0.981,3.585,0.536,0.909,0.03463,0.00093,
28800.00,3793.222,-2.241,4.746,0.008356,101.2,4102.7,11298.7,101.178,0.883,0.027,0.677,1.205,3535,0.3495,0.6744,0.0076,1,0.0,1.077,0.00042,0.0,0.00069,14117.4,1.9,3.4,7710.058,3.488,10889.420,0.050,0.051,9.532,4120.192,2.244,3.942,45.439,0.981,3.585,0.536,0.909,0.03463,0.00093,
28805.00,2614.513,-2.733,3.158,0.008837,98.5,3892.1,10949.7,98.470,0.670,0.038,0.544,1.386,3535,0.3495,0.6744,0.0076,1,0.0,1.077,0.00042,0.0,0.00069,14117.4,1.9,3.4,7710.058,3.488,10889.420,0.050,0.051,9.532,4120.192,2.244,3.942,45.439,0.981,3.585,0.536,0.909,0.03463,0.00093,
28810.00,1983.039,-3.102,1.428,0.010175,77.6,3675.1,10601.7,77.569,0.000,0.039,0.017,1.890,3535,0.3495,0.6744,0.0076,1,0.0,1.077,0.00042,0.0,0.00069,14117.4,1.9,3.4,7710.058,3.488,10889.420,0.050,0.051,9.532,4120.192,2.244,3.942,45.439,0.981,3.585,0.536,0.909,0.03463,0.00093,
28815.00,1104.822,-3.353,-0.819,0.010175,43.1,3454.3,10257.1,43.127,0.000,0.039,0.000,1.890,3535,0.3495,0.6744,0.0076,1,0.0,1.077,0.00042,0.0,0.00069,14117.4,1.9,3.4,7710.058,3.488,10889.420,0.050,0.051,9.532,4120.192,2.244,3.942,45.439,0.981,3.585,0.536,0.909,0.03463,0.00093,
28820.00,254.566,-3.707,-3.114,0.010175,9.9,3228.7,9912.5,9.916,0.000,0.039,0.000,1.890,3535,0.3495,0.6744,0.0076,1,0.0,1.077,0.00042,0.0,0.00069,14117.4,1.9,3.4,7710.058,3.488,10889.420,0.050,0.051,9.532,4120.192,2.244,3.942,45.439,0.981,3.585,0.536,0.909,0.03463,0.00093,
0.00,11322.457,0.544,17.151,0.007368,193.9,5824.8,15000.0,193.931,4.791,0.017,1.822,1.214,3497,0.3606,0.6715,0.0066,1,0.0,0.796,0.00048,0.0,0.00053,14158.7,1.8,3.3,7638.150,3.606,10852.977,0.051,0.053,10.001,5850.262,1.828,4.163,34.427,1.060,3.859,0.531,1.205,0.03091,0.00095,
28800.00,5174.729,-1.984,6.103,0.007418,103.0,4319.7,11676.4,103.018,0.952,0.020,1.318,1.236,3497,0.3606,0.6715,0.0066,1,0.0,0.796,0.00048,0.0,0.00053,14158.7,1.8,3.3,7638.150,3.606,10852.977,0.051,0.053,10.001,5850.262,1.828,4.163,34.427,1.060,3.859,0.531,1.205,0.03091,0.00095,
28805.00,4190.685,-2.309,4.616,0.007506,97.4,4112.0,11325.6,97.410,0.699,0.023,1.081,1.269,3497,0.3606,0.6715,0.0066,1,0.0,0.796,0.00048,0.0,0.00053,14158.7,1.8,3.3,7638.150,3.606,10852.977,0.051,0.053,10.001,5850.262,1.828,4.163,34.427,1.060,3.859,0.531,1.205,0.03091,0.00095,
28810.00,3077.054,-2.699,3.103,0.007764,92.4,3896.7,10976.1,92.393,0.459,0.030,0.811,1.378,3497,0.3606,0.6715,0.0066,1,0.0,0.796,0.00048,0.0,0.00053,14158.7,1.8,3.3,7638.150,3.606,10852.977,0.051,0.053,10.001,5850.262,1.828,4.163,34.427,1.060,3.859,0.531,1.205,0.03091,0.00095,
28815.00,2321.561,-3.147,1.674,0.009422,84.3,3674.7,10627.7,84.332,0.107,0.036,0.360,2.071,3497,0.3606,0.6715,0.0066,1,0.0,0.796,0.00048,0.0,0.00053,14158.7,1.8,3.3,7638.150,3.606,10852.977,0.051,0.053,10.001,5850.262,1.828,4.163,34.427,1.060,3.859,0.531,1.205,0.03091,0.00095,
28820.00,1402.412,-3.395,-0.490,0.009900,51.0,3447.6,10281.2,50.964,0.000,0.036,0.000,2.265,3497,0.3606,0.6715,0.0066,1,0.0,0.796,0.00048,0.0,0.00053,14158.7,1.8,3.3,7638.150,3.606,10852.977,0.051,0.053,10.001,5850.262,1.828,4.163,34.427,1.060,3.859,0.531,1.205,0.03091,0.00095,
0.00,8817.827,3.968,17.027,0.006844,151.0,5814.5,15000.0,151.032,3.567,0.017,1.654,1.058,3327,0.3539,0.6205,0.0069,1,0.0,0.897,0.00047,0.0,0.00062,10252.8,1.8,3.4,7808.471,3.762,11285.615,0.053,0.047,10.291,4992.713,1.768,3.856,45.493,0.988,3.640,0.609,1.032,0.03156,0.00094,
28800.00,4640.586,-1.670,5.937,0.007631,104.9,4104.5,11598.0,104.872,0.957,0.023,0.717,1.385,3327,0.3539,0.6205,0.0069,1,0.0,0.897,0.00047,0.0,0.00062,10252.8,1.8,3.4,7808.471,3.762,11285.615,0.053,0.047,10.291,4992.713,1.768,3.856,45.493,0.988,3.640,0.609,1.032,0.03156,0.00094,
28805.00,3444.937,-2.219,4.325,0.007822,103.3,3879.5,11247.6,103.298,0.849,0.030,0.654,1.464,3327,0.3539,0.6205,0.0069,1,0.0,0.897,0.00047,0.0,0.00062,10252.8,1.8,3.4,7808.471,3.762,11285.615,0.053,0.047,10.291,4992.713,1.768,3.856,45.493,0.988,3.640,0.609,1.032,0.03156,0.00094,
28810.00,2839.755,-2.708,2.893,0.009002,93.8,3647.9,10897.9,93.754,0.376,0.033,0.298,1.953,3327,0.3539,0.6205,0.0069,1,0.0,0.897,0.00047,0.0,0.00062,10252.8,1.8,3.4,7808.471,3.762,11285.615,0.053,0.047,10.291,4992.713,1.768,3.856,45.493,0.988,3.640,0.609,1.032,0.03156,0.00094,
28815.00,1935.718,-3.003,0.786,0.009169,63.8,3412.3,10550.5,63.777,0.000,0.033,0.000,2.021,3327,0.3539,0.6205,0.0069,1,0.0,0.897,0.00047,0.0,0.00062,10252.8,1.8,3.4,7808.471,3.762,11285.615,0.053,0.047,10.291,4992.713,1.768,3.856,45.493,0.988,3.640,0.609,1.032,0.03156,0.00094,
28820.00,973.898,-3.333,-1.400,0.009169,32.0,3173.8,10205.0,32.012,0.000,0.033,0.000,2.021,3327,0.3539,0.6205,0.0069,1,0.0,0.897,0.00047,0.0,0.00062,10252.8,1.8,3.4,7808.471,3.762,11285.615,0.053,0.047,10.291,4992.713,1.768,3.856,45.493,0.988,3.640,0.609,1.032,0.03156,0.00094,
0.00,6335.004,1.073,11.191,0.006082,108.5,5701.7,15000.0,108.506,2.216,0.017,1.589,0.662,3862,0.3523,0.6429,0.0069,1,0.0,1.202,0.00048,0.0,0.00068,13961.7,1.7,3.2,7638.861,3.579,11094.293,0.052,0.045,13.431,4575.412,2.003,4.018,34.723,0.999,3.600,0.647,0.624,0.03792,0.00095,
28800.00,4805.175,-0.743,7.555,0.006124,97.6,5095.3,13471.2,97.615,1.335,0.020,1.368,0.687,3862,0.3523,0.6429,0.0069,1,0.0,1.202,0.00048,0.0,0.00068,13961.7,1.7,3.2,7638.861,3.579,11094.293,0.052,0.045,13.431,4575.412,2.003,4.018,34.723,0.999,3.600,0.647,0.624,0.03792,0.00095,
28805.00,4398.232,-1.144,6.609,0.006170,96.6,4932.7,13120.5,96.569,1.222,0.022,1.323,0.695,3862,0.3523,0.6429,0.0069,1,0.0,1.202,0.00048,0.0,0.00068,13961.7,1.7,3.2,7638.861,3.579,11094.293,0.052,0.045,13.431,4575.412,2.003,4.018,34.723,0.999,3.600,0.647,0.624,0.03792,0.00095,
28810.00,3856.036,-1.609,5.622,0.006248,92.8,4761.3,12770.4,92.849,0.906,0.024,1.142,0.738,3862,0.3523,0.6429,0.0069,1,0.0,1.202,0.00048,0.0,0.00068,13961.7,1.7,3.2,7638.861,3.579,11094.293,0.052,0.045,13.431,4575.412,2.003,4.018,34.723,0.999,3.600,0.647,0.624,0.03792,0.00095,
28815.00,3344.329,-2.034,4.600,0.006389,90.5,4581.6,12421.9,90.464,0.684,0.027,1.010,0.791,3862,0.3523,0.6429,0.0069,1,0.0,1.202,0.00048,0.0,0.00068,13961.7,1.7,3.2,7638.861,3.579,11094.293,0.052,0.045,13.431,4575.412,2.003,4.018,34.723,0.999,3.600,0.647,0.624,0.03792,0.00095,
28820.00,2757.130,-2.459,3.521,0.006616,88.0,4393.7,12074.5,87.997,0.468,0.032,0.865,0.884,3862,0.3523,0.6429,0.0069,1,0.0,1.202,0.00048,0.0,0.00068,13961.7,1.7,3.2,7638.861,3.579,11094.293,0.052,0.045,13.431,4575.412,2.003,4.018,34.723,0.999,3.600,0.647,0.624,0.03792,0.00095,
0.00,8360.426,3.551,16.168,0.006935,143.2,5948.0,15000.0,143.198,5.003,0.017,1.547,0.676,3617,0.3558,0.6466,0.0078,1,0.0,0.862,0.00047,0.0,0.00078,15826.1,2.0,3.2,7789.272,3.677,10903.984,0.053,0.048,10.385,5377.960,1.657,4.112,43.755,1.022,3.738,0.642,0.639,0.03515,0.00091,
28800.00,5090.958,-1.999,6.034,0.008413,96.8,4333.8,11596.8,96.761,0.741,0.019,0.610,1.200,3617,0.3558,0.6466,0.0078,1,0.0,0.862,0.00047,0.0,0.00078,15826.1,2.0,3.2,7789.272,3.677,10903.984,0.053,0.048,10.385,5377.960,1.657,4.112,43.755,1.022,3.738,0.642,0.639,0.03515,0.00091,
28805.00,3840.910,-2.453,4.382,0.008767,94.8,4116.4,11247.4,94.793,0.591,0.025,0.529,1.328,3617,0.3558,0.6466,0.0078,1,0.0,0.862,0.00047,0.0,0.00078,15826.1,2.0,3.2,7789.272,3.677,10903.984,0.053,0.048,10.385,5377.960,1.657,4.112,43.755,1.022,3.738,0.642,0.639,0.03515,0.00091,
28810.00,3052.521,-2.826,2.663,0.009697,77.2,3891.2,10898.8,77.203,0.000,0.025,0.050,1.661,3617,0.3558,0.6466,0.0078,1,0.0,0.862,0.00047,0.0,0.00078,15826.1,2.0,3.2,7789.272,3.677,10903.984,0.053,0.048,10.385,5377.960,1.657,4.112,43.755,1.022,3.738,0.642,0.639,0.03515,0.00091,
28815.00,1956.361,-3.088,0.428,0.009697,49.4,3660.7,10553.1,49.365,0.000,0.025,0.000,1.661,3617,0.3558,0.6466,0.0078,1,0.0,0.862,0.00047,0.0,0.00078,15826.1,2.0,3.2,7789.272,3.677,10903.984,0.053,0.048,10.385,5377.960,1.657,4.112,43.755,1.022,3.738,0.642,0.639,0.03515,0.00091,
28820.00,849.449,-3.420,-1.865,0.009697,21.4,3424.3,10207.4,21.384,0.000,0.025,0.000,1.661,3617,0.3558,0.6466,0.0078,1,0.0,0.862,0.00047,0.0,0.00078,15826.1,2.0,3.2,7789.272,3.677,10903.984,0.053,0.048,10.385,5377.960,1.657,4.112,43.755,1.022,3.738,0.642,0.639,0.03515,0.00091,
0.00,11097.093,1.498,18.722,0.007479,190.1,5949.3,15000.0,190.071,5.065,0.017,2.451,1.128,3446,0.3491,0.6646,0.0071,1,0.0,0.538,0.00046,0.0,0.00068,13812.1,1.8,3.5,7959.593,3.523,11024.135,0.052,0.035,9.168,4520.410,2.474,3.805,38.166,0.950,3.519,0.380,1.127,0.03580,0.00094,
28800.00,4568.476,-1.894,5.718,0.007513,91.0,4207.2,11388.0,91.000,0.500,0.020,1.326,1.139,3446,0.3491,0.6646,0.0071,1,0.0,0.538,0.00046,0.0,0.00068,13812.1,1.8,3.5,7959.593,3.523,11024.135,0.052,0.035,9.168,4520.410,2.474,3.805,38.166,0.950,3.519,0.380,1.127,0.03580,0.00094,
28805.00,3636.605,-2.258,4.124,0.007599,84.0,3988.7,11038.2,84.003,0.177,0.023,0.880,1.174,3446,0.3491,0.6646,0.0071,1,0.0,0.538,0.00046,0.0,0.00068,13812.1,1.8,3.5,7959.593,3.523,11024.135,0.052,0.035,9.168,4520.410,2.474,3.805,38.166,0.950,3.519,0.380,1.127,0.03580,0.00094,
28810.00,2501.256,-2.728,2.513,0.007897,79.5,3764.2,10690.0,79.454,0.000,0.032,0.590,1.294,3446,0.3491,0.6646,0.0071,1,0.0,0.538,0.00046,0.0,0.00068,13812.1,1.8,3.5,7959.593,3.523,11024.135,0.052,0.035,9.168,4520.410,2.474,3.805,38.166,0.950,3.519,0.380,1.127,0.03580,0.00094,
28815.00,1821.051,-3.213,0.867,0.009820,65.7,3534.3,10342.7,65.742,0.000,0.036,0.060,2.076,3446,0.3491,0.6646,0.0071,1,0.0,0.538,0.00046,0.0,0.00068,13812.1,1.8,3.5,7959.593,3.523,11024.135,0.052,0.035,9.168,4520.410,2.474,3.805,38.166,0.950,3.519,0.380,1.127,0.03580,0.00094,
