Roster

  System.X
  CardiacOutput.CO
  CardiacOutput.RAP
  CardiacOutput.MCFP
  CardiacOutput.Slope
  FluidVolumes.AP
  FluidVolumes.BV
  FluidVolumes.ECFV
  FluidVolumes.RPP
  FluidVolumes.UO
  FlowAutoregulation.TPR
  BaroreceptorReflex.AFFNA
  BaroreceptorReflex.SYMEnd
  CardiacOutput.V0
  CardiacOutput.slope_a
  CardiacOutput.slope_b
  CardiacOutput.SlopeB
  CardiacOutput.HSBasic
  FluidVolumes.RDrop
  FluidVolumes.Intake
  FlowAutoregulation.KAUTO
  BaroreceptorReflex.CDROP
  BaroreceptorReflex.KBARO
  CardiacOutput.StarlingA
  CardiacOutput.Starlingm
  CardiacOutput.StarlingS
  FluidVolumes.FluidA
  FluidVolumes.Fluidm
  FluidVolumes.FluidS
  FluidVolumes.Urinem
  FlowAutoregulation.AutoA
  FlowAutoregulation.Autom
  FlowAutoregulation.AutoS
  BaroreceptorReflex.AffNaA
  BaroreceptorReflex.AffNam
  BaroreceptorReflex.AffNaS
  BaroreceptorReflex.SympsA
  BaroreceptorReflex.Sympsm
  BaroreceptorReflex.SympsS
  BaroreceptorReflex.SympsB
  CardiacOutput.RVRa
  CardiacOutput.RVRb
28815.00,3154.380,-2.589,3.487,0.007838,89.5,3686.5,10628.6,89.452,0.322,0.028,0.165,1.594,3242,0.3511,0.6363,0.0066,1,0.0,1.061,0.00044,0.0,0.00065,11605.3,2.0,2.9,7881.483,3.635,11013.307,0.054,0.045,9.392,5862.349,1.824,3.600,53.316,1.056,3.704,0.467,0.560,0.03461,0.00093,
28820.00,2348.986,-2.827,1.651,0.007871,66.4,3451.4,10282.3,66.387,0.000,0.028,0.000,1.616,3242,0.3511,0.6363,0.0066,1,0.0,1.061,0.00044,0.0,0.00065,11605.3,2.0,2.9,7881.483,3.635,11013.307,0.054,0.045,9.392,5862.349,1.824,3.600,53.316,1.056,3.704,0.467,0.560,0.03461,0.00093,
0.00,7709.875,1.081,13.337,0.006067,132.1,5687.3,15000.0,132.055,3.770,0.017,2.088,0.766,3489,0.3571,0.6291,0.0067,1,0.0,1.426,0.00049,0.0,0.00073,13491.1,1.9,2.9,7489.555,3.679,10975.852,0.055,0.043,10.023,5592.971,2.283,3.888,39.157,1.053,3.800,0.503,0.762,0.04003,0.00090,
28800.00,5586.810,-1.032,8.091,0.006170,99.4,4800.1,12847.5,99.428,1.332,0.018,1.113,0.811,3489,0.3571,0.6291,0.0067,1,0.0,1.426,0.00049,0.0,0.00073,13491.1,1.9,2.9,7489.555,3.679,10975.852,0.055,0.043,10.023,5592.971,2.283,3.888,39.157,1.053,3.800,0.503,0.762,0.04003,0.00090,
28805.00,5005.130,-1.410,7.055,0.006222,98.3,4622.8,12497.9,98.284,1.221,0.020,1.047,0.823,3489,0.3571,0.6291,0.0067,1,0.0,1.426,0.00049,0.0,0.00073,13491.1,1.9,2.9,7489.555,3.679,10975.852,0.055,0.043,10.023,5592.971,2.283,3.888,39.157,1.053,3.800,0.503,0.762,0.04003,0.00090,
28810.00,4356.435,-1.806,5.990,0.006322,95.3,4436.3,12149.0,95.291,0.972,0.022,0.868,0.879,3489,0.3571,0.6291,0.0067,1,0.0,1.426,0.00049,0.0,0.00073,13491.1,1.9,2.9,7489.555,3.679,10975.852,0.055,0.043,10.023,5592.971,2.283,3.888,39.157,1.053,3.800,0.503,0.762,0.04003,0.00090,
28815.00,3754.272,-2.207,4.943,0.006569,92.9,4241.3,11801.2,92.863,0.732,0.025,0.723,0.974,3489,0.3571,0.6291,0.0067,1,0.0,1.426,0.00049,0.0,0.00073,13491.1,1.9,2.9,7489.555,3.679,10975.852,0.055,0.043,10.023,5592.971,2.283,3.888,39.157,1.053,3.800,0.503,0.762,0.04003,0.00090,
28820.00,3045.728,-2.614,3.842,0.006992,90.4,4038.3,11454.7,90.377,0.500,0.030,0.579,1.151,3489,0.3571,0.6291,0.0067,1,0.0,1.426,0.00049,0.0,0.00073,13491.1,1.9,2.9,7489.555,3.679,10975.852,0.055,0.043,10.023,5592.971,2.283,3.888,39.157,1.053,3.800,0.503,0.762,0.04003,0.00090,
0.00,9090.879,0.364,14.075,0.006657,155.7,5850.2,15000.0,155.709,4.125,0.017,1.749,0.976,3736,0.3533,0.6219,0.0069,1,0.0,0.516,0.00051,0.0,0.00081,13485.0,1.9,3.3,7977.562,3.517,11250.883,0.053,0.041,10.654,5323.593,1.865,4.177,49.982,0.907,3.640,0.540,0.963,0.03431,0.00092,
28800.00,4951.146,-2.283,5.505,0.007848,93.9,4437.4,11997.1,93.888,0.504,0.019,0.514,1.457,3736,0.3533,0.6219,0.0069,1,0.0,0.516,0.00051,0.0,0.00081,13485.0,1.9,3.3,7977.562,3.517,11250.883,0.053,0.041,10.654,5323.593,1.865,4.177,49.982,0.907,3.640,0.540,0.963,0.03431,0.00092,
28805.00,3835.820,-2.633,4.050,0.008176,91.6,4231.3,11647.2,91.590,0.385,0.024,0.427,1.600,3736,0.3533,0.6219,0.0069,1,0.0,0.516,0.00051,0.0,0.00081,13485.0,1.9,3.3,7977.562,3.517,11250.883,0.053,0.041,10.654,5323.593,1.865,4.177,49.982,0.907,3.640,0.540,0.963,0.03431,0.00092,
28810.00,3089.256,-2.915,2.491,0.008833,74.6,4018.0,11297.9,74.604,0.000,0.024,0.043,1.870,3736,0.3533,0.6219,0.0069,1,0.0,0.516,0.00051,0.0,0.00081,13485.0,1.9,3.3,7977.562,3.517,11250.883,0.053,0.041,10.654,5323.593,1.865,4.177,49.982,0.907,3.640,0.540,0.963,0.03431,0.00092,
28815.00,2159.744,-3.122,0.557,0.008833,52.0,3799.0,10950.4,52.026,0.000,0.024,0.000,1.871,3736,0.3533,0.6219,0.0069,1,0.0,0.516,0.00051,0.0,0.00081,13485.0,1.9,3.3,7977.562,3.517,11250.883,0.053,0.041,10.654,5323.593,1.865,4.177,49.982,0.907,3.640,0.540,0.963,0.03431,0.00092,
28820.00,1110.813,-3.399,-1.429,0.008833,26.7,3574.2,10603.0,26.691,0.000,0.024,0.000,1.871,3736,0.3533,0.6219,0.0069,1,0.0,0.516,0.00051,0.0,0.00081,13485.0,1.9,3.3,7977.562,3.517,11250.883,0.053,0.041,10.654,5323.593,1.865,4.177,49.982,0.907,3.640,0.540,0.963,0.03431,0.00092,
0.00,12717.586,2.172,22.167,0.008479,217.8,5909.3,15000.0,217.827,5.520,0.017,2.158,1.279,3295,0.3462,0.6562,0.0077,1,0.0,1.740,0.00048,0.0,0.00069,12966.6,1.8,3.2,7799.104,3.693,11015.611,0.051,0.047,9.455,5638.683,2.172,4.175,47.498,1.084,3.817,0.564,1.272,0.03668,0.00094,
28800.00,5217.686,-2.217,7.675,0.009123,135.3,4136.2,11384.2,135.266,1.862,0.026,0.781,1.515,3295,0.3462,0.6562,0.0077,1,0.0,1.740,0.00048,0.0,0.00069,12966.6,1.8,3.2,7799.104,3.693,11015.611,0.051,0.047,9.455,5638.683,2.172,4.175,47.498,1.084,3.817,0.564,1.272,0.03668,0.00094,
28805.00,3586.488,-2.662,5.682,0.009220,134.5,3911.3,11033.6,134.472,1.793,0.037,0.741,1.555,3295,0.3462,0.6562,0.0077,1,0.0,1.740,0.00048,0.0,0.00069,12966.6,1.8,3.2,7799.104,3.693,11015.611,0.051,0.047,9.455,5638.683,2.172,4.175,47.498,1.084,3.817,0.564,1.272,0.03668,0.00094,
28810.00,2988.142,-3.072,4.280,0.011138,124.2,3679.2,10683.3,124.221,0.996,0.042,0.289,2.278,3295,0.3462,0.6562,0.0077,1,0.0,1.740,0.00048,0.0,0.00069,12966.6,1.8,3.2,7799.104,3.693,11015.611,0.051,0.047,9.455,5638.683,2.172,4.175,47.498,1.084,3.817,0.564,1.272,0.03668,0.00094,
28815.00,2017.635,-3.287,1.691,0.011358,83.7,3443.9,10337.0,83.678,0.080,0.041,0.000,2.356,3295,0.3462,0.6562,0.0077,1,0.0,1.740,0.00048,0.0,0.00069,12966.6,1.8,3.2,7799.104,3.693,11015.611,0.051,0.047,9.455,5638.683,2.172,4.175,47.498,1.084,3.817,0.564,1.272,0.03668,0.00094,
28820.00,1011.362,-3.526,-0.997,0.011358,41.8,3207.2,9995.3,41.844,0.000,0.041,0.000,2.356,3295,0.3462,0.6562,0.0077,1,0.0,1.740,0.00048,0.0,0.00069,12966.6,1.8,3.2,7799.104,3.693,11015.611,0.051,0.047,9.455,5638.683,2.172,4.175,47.498,1.084,3.817,0.564,1.272,0.03668,0.00094,
0.00,8834.348,0.303,14.350,0.006439,151.3,5771.0,15000.0,151.315,4.248,0.017,1.812,0.822,3542,0.3473,0.6490,0.0069,1,0.0,0.406,0.00049,0.0,0.00077,14852.4,2.0,3.1,7627.160,3.634,10978.156,0.049,0.045,10.086,6148.905,2.046,3.392,49.994,1.009,3.657,0.487,0.814,0.03839,0.00093,
28800.00,5689.347,-1.953,6.783,0.007228,88.2,4480.5,12099.4,88.229,0.350,0.016,0.588,1.150,3542,0.3473,0.6490,0.0069,1,0.0,0.406,0.00049,0.0,0.00077,14852.4,2.0,3.1,7627.160,3.634,10978.156,0.049,0.045,10.086,6148.905,2.046,3.392,49.994,1.009,3.657,0.487,0.814,0.03839,0.00093,
28805.00,4479.214,-2.266,5.355,0.007240,88.0,4281.8,11749.6,88.009,0.339,0.020,0.580,1.161,3542,0.3473,0.6490,0.0069,1,0.0,0.406,0.00049,0.0,0.00077,14852.4,2.0,3.1,7627.160,3.634,10978.156,0.049,0.045,10.086,6148.905,2.046,3.392,49.994,1.009,3.657,0.487,0.814,0.03839,0.00093,
28810.00,3926.071,-2.624,4.249,0.007983,83.3,4074.4,11400.0,83.304,0.110,0.021,0.414,1.465,3542,0.3473,0.6490,0.0069,1,0.0,0.406,0.00049,0.0,0.00077,14852.4,2.0,3.1,7627.160,3.634,10978.156,0.049,0.045,10.086,6148.905,2.046,3.392,49.994,1.009,3.657,0.487,0.814,0.03839,0.00093,
28815.00,3032.332,-2.946,2.788,0.008781,73.8,3859.7,11051.5,73.844,0.000,0.024,0.155,1.808,3542,0.3473,0.6490,0.0069,1,0.0,0.406,0.00049,0.0,0.00077,14852.4,2.0,3.1,7627.160,3.634,10978.156,0.049,0.045,10.086,6148.905,2.046,3.392,49.994,1.009,3.657,0.487,0.814,0.03839,0.00093,
28820.00,2149.641,-3.132,0.847,0.008822,52.1,3638.1,10703.5,52.053,0.000,0.024,0.000,1.823,3542,0.3473,0.6490,0.0069,1,0.0,0.406,0.00049,0.0,0.00077,14852.4,2.0,3.1,7627.160,3.634,10978.156,0.049,0.045,10.086,6148.905,2.046,3.392,49.994,1.009,3.657,0.487,0.814,0.03839,0.00093,
0.00,7583.308,2.593,14.404,0.005500,129.9,6160.5,15000.0,129.887,3.860,0.017,1.812,0.695,3542,0.3483,0.6648,0.0061,1,0.0,0.770,0.00051,0.0,0.00065,14846.3,1.9,3.3,7895.184,3.678,10628.216,0.054,0.050,9.211,5099.927,1.920,4.216,35.836,1.006,3.753,0.523,0.686,0.03638,0.00094,
28800.00,5188.818,-0.530,7.644,0.005555,91.2,4917.6,12181.4,91.213,0.836,0.018,1.263,0.721,3542,0.3483,0.6648,0.0061,1,0.0,0.770,0.00051,0.0,0.00065,14846.3,1.9,3.3,7895.184,3.678,10628.216,0.054,0.050,9.211,5099.927,1.920,4.216,35.836,1.006,3.753,0.523,0.686,0.03638,0.00094,
28805.00,4681.185,-0.962,6.576,0.005600,89.0,4716.1,11831.1,88.956,0.649,0.019,1.158,0.734,3542,0.3483,0.6648,0.0061,1,0.0,0.770,0.00051,0.0,0.00065,14846.3,1.9,3.3,7895.184,3.678,10628.216,0.054,0.050,9.211,5099.927,1.920,4.216,35.836,1.006,3.753,0.523,0.686,0.03638,0.00094,
28810.00,4000.107,-1.461,5.464,0.005674,85.1,4504.6,11481.7,85.073,0.351,0.021,0.952,0.782,3542,0.3483,0.6648,0.0061,1,0.0,0.770,0.00051,0.0,0.00065,14846.3,1.9,3.3,7895.184,3.678,10628.216,0.054,0.050,9.211,5099.927,1.920,4.216,35.836,1.006,3.753,0.523,0.686,0.03638,0.00094,
28815.00,3436.601,-1.914,4.346,0.005853,82.4,4284.2,11133.8,82.354,0.147,0.024,0.794,0.859,3542,0.3483,0.6648,0.0061,1,0.0,0.770,0.00051,0.0,0.00065,14846.3,1.9,3.3,7895.184,3.678,10628.216,0.054,0.050,9.211,5099.927,1.920,4.216,35.836,1.006,3.753,0.523,0.686,0.03638,0.00094,
28820.00,2742.067,-2.391,3.164,0.006162,79.7,4055.2,10786.9,79.718,0.000,0.029,0.638,1.009,3542,0.3483,0.6648,0.0061,1,0.0,0.770,0.00051,0.0,0.00065,14846.3,1.9,3.3,7895.184,3.678,10628.216,0.054,0.050,9.211,5099.927,1.920,4.216,35.836,1.006,3.753,0.523,0.686,0.03638,0.00094,
0.00,9914.441,1.035,16.592,0.008774,169.8,5680.0,15000.0,169.815,3.775,0.017,2.019,1.223,3789,0.3543,0.6346,0.0082,1,0.0,1.134,0.00049,0.0,0.00073,11056.4,1.8,3.0,7723.240,3.517,11215.732,0.051,0.048,9.842,4830.548,2.087,3.968,46.660,1.002,4.103,0.560,1.218,0.03809,0.00092,
28800.00,4581.705,-2.351,6.144,0.009778,111.0,4417.3,12179.2,110.964,1.015,0.024,0.651,1.568,3789,0.3543,0.6346,0.0082,1,0.0,1.134,0.00049,0.0,0.00073,11056.4,1.8,3.0,7723.240,3.517,11215.732,0.051,0.048,9.842,4830.548,2.087,3.968,46.660,1.002,4.103,0.560,1.218,0.03809,0.00092,
28805.00,3411.084,-2.775,4.484,0.010343,108.4,4222.5,11829.8,108.446,0.830,0.032,0.536,1.762,3789,0.3543,0.6346,0.0082,1,0.0,1.134,0.00049,0.0,0.00073,11056.4,1.8,3.0,7723.240,3.517,11215.732,0.051,0.048,9.842,4830.548,2.087,3.968,46.660,1.002,4.103,0.560,1.218,0.03809,0.00092,
28810.00,2686.177,-3.101,2.703,0.011674,87.1,4020.4,11481.3,87.064,0.164,0.032,0.019,2.220,3789,0.3543,0.6346,0.0082,1,0.0,1.134,0.00049,0.0,0.00073,11056.4,1.8,3.0,7723.240,3.517,11215.732,0.051,0.048,9.842,4830.548,2.087,3.968,46.660,1.002,4.103,0.560,1.218,0.03809,0.00092,
28815.00,1674.226,-3.331,0.284,0.011674,54.1,3813.3,11136.1,54.134,0.000,0.032,0.000,2.220,3789,0.3543,0.6346,0.0082,1,0.0,1.134,0.00049,0.0,0.00073,11056.4,1.8,3.0,7723.240,3.517,11215.732,0.051,0.048,9.842,4830.548,2.087,3.968,46.660,1.002,4.103,0.560,1.218,0.03809,0.00092,
28820.00,634.429,-3.624,-2.201,0.011674,20.5,3600.4,10791.8,20.463,0.000,0.032,0.000,2.220,3789,0.3543,0.6346,0.0082,1,0.0,1.134,0.00049,0.0,0.00073,11056.4,1.8,3.0,7723.240,3.517,11215.732,0.051,0.048,9.842,4830.548,2.087,3.968,46.660,1.002,4.103,0.560,1.218,0.03809,0.00092,
0.00,10280.574,-0.377,14.838,0.007631,176.1,5485.3,15000.0,176.086,4.640,0.017,2.252,1.091,3541,0.3505,0.6504,0.0074,1,0.0,1.074,0.00047,0.0,0.00071,14834.0,2.0,3.2,7551.296,3.664,11490.763,0.053,0.039,10.473,6120.370,2.253,4.793,24.174,1.070,3.434,0.369,1.089,0.03236,0.00093,
28800.00,6052.449,-1.761,7.123,0.007634,101.2,4473.9,12726.3,101.174,1.021,0.017,2.065,1.092,3541,0.3505,0.6504,0.0074,1,0.0,1.074,0.00047,0.0,0.00071,14834.0,2.0,3.2,7551.296,3.664,11490.763,0.053,0.039,10.473,6120.370,2.253,4.793,24.174,1.070,3.434,0.369,1.089,0.03236,0.00093,
28805.00,5272.645,-1.989,5.709,0.007660,89.0,4286.2,12376.6,88.990,0.430,0.017,1.476,1.098,3541,0.3505,0.6504,0.0074,1,0.0,1.074,0.00047,0.0,0.00071,14834.0,2.0,3.2,7551.296,3.664,11490.763,0.053,0.039,10.473,6120.370,2.253,4.793,24.174,1.070,3.434,0.369,1.089,0.03236,0.00093,
28810.00,4114.787,-2.309,4.235,0.007683,86.7,4092.0,12029.8,86.702,0.318,0.021,1.259,1.105,3541,0.3505,0.6504,0.0074,1,0.0,1.074,0.00047,0.0,0.00071,14834.0,2.0,3.2,7551.296,3.664,11490.763,0.053,0.039,10.473,6120.370,2.253,4.793,24.174,1.070,3.434,0.369,1.089,0.03236,0.00093,
28815.00,3076.511,-2.691,2.820,0.008061,80.9,3890.7,11683.6,80.906,0.038,0.026,0.609,1.251,3541,0.3505,0.6504,0.0074,1,0.0,1.074,0.00047,0.0,0.00071,14834.0,2.0,3.2,7551.296,3.664,11490.763,0.053,0.039,10.473,6120.370,2.253,4.793,24.174,1.070,3.434,0.369,1.089,0.03236,0.00093,
28820.00,2310.750,-3.155,1.444,0.010121,75.9,3683.6,11338.8,75.946,0.000,0.033,0.194,2.054,3541,0.3505,0.6504,0.0074,1,0.0,1.074,0.00047,0.0,0.00071,14834.0,2.0,3.2,7551.296,3.664,11490.763,0.053,0.039,10.473,6120.370,2.253,4.793,24.174,1.070,3.434,0.369,1.089,0.03236,0.00093,
0.00,11212.200,3.688,20.792,0.008617,192.0,5705.6,15000.0,192.043,6.207,0.017,1.817,0.974,3293,0.3515,0.6661,0.0085,1,0.0,0.589,0.00052,0.0,0.00079,12936.1,1.9,3.6,7599.336,3.708,11140.823,0.054,0.031,9.598,5071.392,1.835,3.473,34.998,1.067,3.529,0.519,0.961,0.03407,0.00094,
28800.00,5310.021,-1.292,6.817,0.008787,91.2,4068.6,11575.0,91.172,0.585,0.017,1.153,1.021,3293,0.3515,0.6661,0.0085,1,0.0,0.589,0.00052,0.0,0.00079,12936.1,1.9,3.6,7599.336,3.708,11140.823,0.054,0.031,9.598,5071.392,1.835,3.473,34.998,1.067,3.529,0.519,0.961,0.03407,0.00094,
28805.00,4110.184,-1.840,4.994,0.008919,86.7,3852.7,11225.1,86.703,0.337,0.021,0.973,1.066,3293,0.3515,0.6661,0.0085,1,0.0,0.589,0.00052,0.0,0.00079,12936.1,1.9,3.6,7599.336,3.708,11140.823,0.054,0.031,9.598,5071.392,1.835,3.473,34.998,1.067,3.529,0.519,0.961,0.03407,0.00094,
28810.00,2940.173,-2.423,3.175,0.009402,80.9,3630.5,10876.3,80.940,0.041,0.028,0.702,1.234,3293,0.3515,0.6661,0.0085,1,0.0,0.589,0.00052,0.0,0.00079,12936.1,1.9,3.6,7599.336,3.708,11140.823,0.054,0.031,9.598,5071.392,1.835,3.473,34.998,1.067,3.529,0.519,0.961,0.03407,0.00094,
28815.00,2042.777,-3.042,1.294,0.011711,68.7,3403.2,10529.1,68.745,0.000,0.034,0.176,2.005,3293,0.3515,0.6661,0.0085,1,0.0,0.589,0.00052,0.0,0.00079,12936.1,1.9,3.6,7599.336,3.708,11140.823,0.054,0.031,9.598,5071.392,1.835,3.473,34.998,1.067,3.529,0.519,0.961,0.03407,0.00094,
28820.00,924.306,-3.383,-1.428,0.011771,31.0,3171.5,10182.0,30.961,0.000,0.033,0.000,2.028,3293,0.3515,0.6661,0.0085,1,0.0,0.589,0.00052,0.0,0.00079,12936.1,1.9,3.6,7599.336,3.708,11140.823,0.054,0.031,9.598,5071.392,1.835,3.473,34.998,1.067,3.529,0.519,0.961,0.03407,0.00094,
0.00,10937.807,3.299,19.469,0.007063,187.3,6049.0,15000.0,187.343,4.405,0.017,1.981,1.173,3292,0.3526,0.6359,0.0067,1,0.0,0.953,0.00050,0.0,0.00067,11038.1,1.7,3.4,7867.359,3.649,10790.882,0.048,0.042,10.229,5581.614,2.001,3.762,37.495,0.992,3.625,0.555,1.163,0.03206,0.00093,
28800.00,5170.763,-1.622,6.576,0.007222,104.3,4202.9,11203.9,104.299,0.943,0.020,1.074,1.246,3292,0.3526,0.6359,0.0067,1,0.0,0.953,0.00050,0.0,0.00067,11038.1,1.7,3.4,7867.359,3.649,10790.882,0.048,0.042,10.229,5581.614,2.001,3.762,37.495,0.992,3.625,0.555,1.163,0.03206,0.00093,
28805.00,4089.695,-2.109,5.013,0.007338,101.7,3975.5,10854.0,101.739,0.812,0.025,0.947,1.288,3292,0.3526,0.6359,0.0067,1,0.0,0.953,0.00050,0.0,0.00067,11038.1,1.7,3.4,7867.359,3.649,10790.882,0.048,0.042,10.229,5581.614,2.001,3.762,37.495,0.992,3.625,0.555,1.163,0.03206,0.00093,
28810.00,3192.711,-2.586,3.503,0.007810,96.7,3740.9,10504.7,96.676,0.540,0.030,0.678,1.487,3292,0.3526,0.6359,0.0067,1,0.0,0.953,0.00050,0.0,0.00067,11038.1,1.7,3.4,7867.359,3.649,10790.882,0.048,0.042,10.229,5581.614,2.001,3.762,37.495,0.992,3.625,0.555,1.163,0.03206,0.00093,
28815.00,2430.497,-3.076,1.950,0.009358,84.8,3500.7,10156.8,84.773,0.107,0.035,0.158,2.145,3292,0.3526,0.6359,0.0067,1,0.0,0.953,0.00050,0.0,0.00067,11038.1,1.7,3.4,7867.359,3.649,10790.882,0.048,0.042,10.229,5581.614,2.001,3.762,37.495,0.992,3.625,0.555,1.163,0.03206,0.00093,
28820.00,1474.371,-3.326,-0.330,0.009385,51.2,3257.2,9811.0,51.214,0.000,0.035,0.000,2.155,3292,0.3526,0.6359,0.0067,1,0.0,0.953,0.00050,0.0,0.00067,11038.1,1.7,3.4,7867.359,3.649,10790.882,0.048,0.042,10.229,5581.614,2.001,3.762,37.495,0.992,3.625,0.555,1.163,0.03206,0.00093,
0.00,7325.311,6.214,17.221,0.007273,125.5,5907.4,15000.0,125.468,2.937,0.017,1.651,0.712,3540,0.3487,0.6747,0.0079,1,0.0,1.742,0.00048,0.0,0.00075,12923.9,1.9,3.3,7695.415,3.591,10753.427,0.046,0.047,10.860,5312.235,1.875,4.050,39.991,0.989,3.975,0.478,0.705,0.03377,0.00093,
28800.00,5482.546,0.265,9.066,0.007440,109.1,4758.1,12299.5,109.094,1.731,0.020,0.951,0.765,3540,0.3487,0.6747,0.0079,1,0.0,1.742,0.00048,0.0,0.00075,12923.9,1.9,3.3,7695.415,3.591,10753.427,0.046,0.047,10.860,5312.235,1.875,4.050,39.991,0.989,3.975,0.478,0.705,0.03377,0.00093,
28805.00,4811.084,-0.456,7.698,0.007487,107.5,4567.7,11949.6,107.515,1.601,0.022,0.875,0.786,3540,0.3487,0.6747,0.0079,1,0.0,1.742,0.00048,0.0,0.00075,12923.9,1.9,3.3,7695.415,3.591,10753.427,0.046,0.047,10.860,5312.235,1.875,4.050,39.991,0.989,3.975,0.478,0.705,0.03377,0.00093,
28810.00,4236.525,-1.148,6.379,0.007699,104.4,4368.2,11600.3,104.355,1.291,0.025,0.718,0.868,3540,0.3487,0.6747,0.0079,1,0.0,1.742,0.00048,0.0,0.00075,12923.9,1.9,3.3,7695.415,3.591,10753.427,0.046,0.047,10.860,5312.235,1.875,4.050,39.991,0.989,3.975,0.478,0.705,0.03377,0.00093,
28815.00,3459.108,-1.786,4.950,0.007972,102.4,4160.4,11252.5,102.449,1.067,0.030,0.623,0.961,3540,0.3487,0.6747,0.0079,1,0.0,1.742,0.00048,0.0,0.00075,12923.9,1.9,3.3,7695.415,3.591,10753.427,0.046,0.047,10.860,5312.235,1.875,4.050,39.991,0.989,3.975,0.478,0.705,0.03377,0.00093,
28820.00,2664.422,-2.383,3.466,0.008548,99.7,3945.0,10905.9,99.729,0.771,0.037,0.491,1.173,3540,0.3487,0.6747,0.0079,1,0.0,1.742,0.00048,0.0,0.00075,12923.9,1.9,3.3,7695.415,3.591,10753.427,0.046,0.047,10.860,5312.235,1.875,4.050,39.991,0.989,3.975,0.478,0.705,0.03377,0.00093,
0.00,8172.142,5.119,17.674,0.006823,140.0,5936.3,15000.0,139.973,4.417,0.017,1.806,0.692,3346,0.3515,0.6400,0.0077,1,0.0,1.267,0.00048,0.0,0.00063,12405.5,2.0,3.2,7736.941,3.663,10830.642,0.051,0.046,9.661,5627.326,1.890,4.049,37.507,0.952,3.642,0.502,0.683,0.03615,0.00092,
28800.00,5782.187,-0.179,8.789,0.006947,99.1,4611.3,12043.6,99.135,1.322,0.017,1.137,0.730,3346,0.3515,0.6400,0.0077,1,0.0,1.267,0.00048,0.0,0.00063,12405.5,2.0,3.2,7736.941,3.663,10830.642,0.051,0.046,9.661,5627.326,1.890,4.049,37.507,0.952,3.642,0.502,0.683,0.03615,0.00092,
28805.00,5115.572,-0.759,7.430,0.006997,96.7,4408.0,11693.4,96.661,1.123,0.019,1.022,0.750,3346,0.3515,0.6400,0.0077,1,0.0,1.267,0.00048,0.0,0.00063,12405.5,2.0,3.2,7736.941,3.663,10830.642,0.051,0.046,9.661,5627.326,1.890,4.049,37.507,0.952,3.642,0.502,0.683,0.03615,0.00092,
28810.00,4333.025,-1.354,6.040,0.007109,93.4,4195.9,11344.1,93.421,0.858,0.022,0.857,0.802,3346,0.3515,0.6400,0.0077,1,0.0,1.267,0.00048,0.0,0.00063,12405.5,2.0,3.2,7736.941,3.663,10830.642,0.051,0.046,9.661,5627.326,1.890,4.049,37.507,0.952,3.642,0.502,0.683,0.03615,0.00092,
28815.00,3599.488,-1.933,4.672,0.007420,90.3,3975.9,10996.1,90.326,0.577,0.025,0.691,0.910,3346,0.3515,0.6400,0.0077,1,0.0,1.267,0.00048,0.0,0.00063,12405.5,2.0,3.2,7736.941,3.663,10830.642,0.051,0.046,9.661,5627.326,1.890,4.049,37.507,0.952,3.642,0.502,0.683,0.03615,0.00092,
28820.00,2687.648,-2.479,3.179,0.007889,87.7,3749.1,10649.6,87.654,0.360,0.033,0.549,1.083,3346,0.3515,0.6400,0.0077,1,0.0,1.267,0.00048,0.0,0.00063,12405.5,2.0,3.2,7736.941,3.663,10830.642,0.051,0.046,9.661,5627.326,1.890,4.049,37.507,0.952,3.642,0.502,0.683,0.03615,0.00092,
0.00,11453.806,1.853,19.163,0.007503,196.2,5652.2,15000.0,196.181,4.957,0.017,2.338,1.224,3098,0.3526,0.6558,0.0069,1,0.0,0.783,0.00050,0.0,0.00070,12399.4,1.8,3.4,7564.997,3.604,11105.672,0.052,0.051,10.292,4578.348,2.349,4.337,40.004,1.020,3.738,0.652,1.215,0.03414,0.00093,
28800.00,4240.291,-2.146,5.231,0.007700,100.2,3777.5,11097.6,100.223,0.809,0.024,1.188,1.313,3098,0.3526,0.6558,0.0069,1,0.0,0.783,0.00050,0.0,0.00070,12399.4,1.8,3.4,7564.997,3.604,11105.672,0.052,0.051,10.292,4578.348,2.349,4.337,40.004,1.020,3.738,0.652,1.215,0.03414,0.00093,
28805.00,2997.005,-2.588,3.613,0.007836,98.2,3559.2,10747.4,98.215,0.699,0.033,1.057,1.359,3098,0.3526,0.6558,0.0069,1,0.0,0.783,0.00050,0.0,0.00070,12399.4,1.8,3.4,7564.997,3.604,11105.672,0.052,0.051,10.292,4578.348,2.349,4.337,40.004,1.020,3.738,0.652,1.215,0.03414,0.00093,
28810.00,2254.014,-3.043,2.167,0.009120,90.4,3335.7,10397.8,90.383,0.287,0.040,0.546,1.888,3098,0.3526,0.6558,0.0069,1,0.0,0.783,0.00050,0.0,0.00070,12399.4,1.8,3.4,7564.997,3.604,11105.672,0.052,0.051,10.292,4578.348,2.349,4.337,40.004,1.020,3.738,0.652,1.215,0.03414,0.00093,
28815.00,1515.809,-3.316,0.110,0.009965,61.1,3109.1,10050.3,61.070,0.000,0.040,0.000,2.235,3098,0.3526,0.6558,0.0069,1,0.0,0.783,0.00050,0.0,0.00070,12399.4,1.8,3.4,7564.997,3.604,11105.672,0.052,0.051,10.292,4578.348,2.349,4.337,40.004,1.020,3.738,0.652,1.215,0.03414,0.00093,
